rule_id,project_id,triggered,severity,observed_value,threshold,exception_applied,explanation,source_version,timestamp
TIME-01,P1112,True,medium,52,45,False,Sanction took 52 days from recommendation (limit: 45 days).,SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-01,P1118,True,medium,96,45,False,Sanction took 96 days from recommendation (limit: 45 days).,SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-01,P1119,True,medium,71,45,False,Sanction took 71 days from recommendation (limit: 45 days).,SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1000,True,medium,832,365,False,"832 days since sanction, still 'Stalled' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1005,True,medium,801,365,False,"801 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1007,True,medium,811,365,False,"811 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1010,True,medium,740,365,False,"740 days since sanction, still 'Stalled' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1011,True,medium,564,365,False,"564 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1012,True,medium,779,365,False,"779 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1015,True,medium,592,365,False,"592 days since sanction, still 'Stalled' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1017,True,medium,895,365,False,"895 days since sanction, still 'Stalled' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1021,True,medium,799,365,False,"799 days since sanction, still 'Stalled' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1022,True,medium,896,365,False,"896 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1025,True,medium,522,365,False,"522 days since sanction, still 'Stalled' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1026,True,medium,807,365,False,"807 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1027,True,medium,869,365,False,"869 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1028,True,medium,917,365,False,"917 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1029,True,medium,888,365,False,"888 days since sanction, still 'Stalled' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1031,True,medium,570,365,False,"570 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1033,True,medium,551,365,False,"551 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1036,True,medium,776,365,False,"776 days since sanction, still 'Stalled' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1037,True,medium,705,365,False,"705 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1038,True,medium,575,365,False,"575 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1041,True,medium,631,365,False,"631 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1043,True,medium,893,365,False,"893 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1046,True,medium,645,365,False,"645 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1047,True,medium,712,365,False,"712 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1050,True,medium,838,365,False,"838 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1052,True,medium,871,365,False,"871 days since sanction, still 'Stalled' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1055,True,medium,753,365,False,"753 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1058,True,medium,622,365,False,"622 days since sanction, still 'Stalled' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1059,True,medium,713,365,False,"713 days since sanction, still 'Stalled' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1060,True,medium,913,365,False,"913 days since sanction, still 'Stalled' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1065,True,medium,650,365,False,"650 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1066,True,medium,803,365,False,"803 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1067,True,medium,499,365,False,"499 days since sanction, still 'Stalled' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1069,True,medium,811,365,False,"811 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1071,True,medium,884,365,False,"884 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1075,True,medium,720,365,False,"720 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1076,True,medium,478,365,False,"478 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1080,True,medium,952,365,False,"952 days since sanction, still 'Stalled' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1088,True,medium,889,365,False,"889 days since sanction, still 'Stalled' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1089,True,medium,774,365,False,"774 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1094,True,medium,528,365,False,"528 days since sanction, still 'Stalled' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1096,True,medium,563,365,False,"563 days since sanction, still 'Stalled' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1097,True,medium,722,365,False,"722 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1099,True,medium,568,365,False,"568 days since sanction, still 'Stalled' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1101,True,medium,929,365,False,"929 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1103,True,medium,574,365,False,"574 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1106,True,medium,816,365,False,"816 days since sanction, still 'Stalled' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1107,True,medium,660,365,False,"660 days since sanction, still 'Stalled' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1109,True,medium,689,365,False,"689 days since sanction, still 'Stalled' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1110,True,medium,729,365,False,"729 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1111,True,medium,587,365,False,"587 days since sanction, still 'Stalled' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1112,True,medium,893,365,False,"893 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1116,True,medium,483,365,False,"483 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1117,True,medium,648,365,False,"648 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
TIME-02,P1119,True,medium,433,365,False,"433 days since sanction, still 'In Progress' (limit: 365 days, no documented justification on file).",SIH26102_Architecture_Rules_Roadmap_v1.0_2026-08-29,2026-08-29T18:14:57+00:00
